application_id,business_name,sector,region,ethnic_group,years_in_operation,owner_gender,owner_age,disability_status,num_employees,annual_revenue_ghs,monthly_momo_volume_ghs,avg_monthly_bank_balance_ghs,bank_account_tenure_months,has_momo_account,gra_tin,loan_amount_requested_ghs,loan_purpose,collateral_type,collateral_value_ghs,previous_loan_count,previous_default,credit_bureau_score,rm_recommendation,internal_risk_grade,application_date,contact_phone,days_past_due_current,loan_default
SBG-2025-00893,Nkrumah Circle ElectronicsVentures,Transport,Northern,Mole-Dagbani,8.9,Male,25,No,28,58673.6,6495.81,19695.68,36,Yes,C002064983,8960.91,Asset Purchase,Property,81325.94,1,No,372,Refer,B,09/08/2025,0243633065,0,0
SBG-2025-01914,Legon Tech HubEnterprises,Fishing,Bono,Ga-Adangbe,2.3,female,39,No,28,47353.03,3641.6,7152.58,1,Yes,,17827.51,Working Capital,None,0,1,No,616,Approve,B,01/04/2024,0261064858,0,0
SBG-2025-00781,Accra Fresh FishCo,Education,Ashanti,Ga-Adangbe,5.9,Female,41,No,9,373557.01,31307.74,4016.29,3,0,P007138604,10176.49,Business Expansion,Cash Deposit,103526.49,1,No,,Approve,A,06/22/2025,0272915134,0,0
SBG-2025-00160,Axim FisheriesCo,Transport,Greater Accra,Ga-Adangbe,6.5,female,28,No,6,145846.38,10655.28,1404.26,48,1,,39967.9,Vehicle Purchase,None,0,1,No,,Approve,B,19/07/2025,0263454136,0,0
SBG-2025-01607,Tarkwa HardwareLtd,ICT,Ashanti,Akan,0.4,Male,41,No,8,107777.25,,3784.63,18,Y,C000645745,16170.43,Vehicle Purchase,Guarantor Only,0,1,No,,Approve,A,15/09/2024,0598181736,0,0
SBG-2025-02767,Achimota FarmsEnterprises,Agriculture,Greater Accra,Akan,3.8,F,58,No,2,,5723.78,2626.65,15,1,V008872690,16054.16,Debt Refinancing,Property,4118.9,3,Yes,,Approve,B,09/05/2024,0248562056,0,0
SBG-2025-02354,Adom VenturesVentures,ICT,Greater Accra,Ga-Adangbe,10.3,Female,47,No,19,403647.73,1210.66,,134,N,C004403632,104114.57,Vehicle Purchase,Equipment,38792.07,2,Yes,,Refer,E,12/11/2024,0209636246,110,1
SBG-2025-00062,Osei & SonsCo,Services,Greater Accra,Guan,1.6,male,57,No,4,270930.22,261.94,3475.68,131,Yes,V005473529,44082.82,Asset Purchase,Equipment,33161.43,5,No,438,Approve,C,21/04/2025,0272786861,0,0
SBG-2025-00850,Golden Gate ImportsLtd,Services,Greater Accra,Guan,4.5,female,46,No,5,30111.59,3043.96,51487.41,125,Yes,,36307.97,Renovation,Stock/Inventory,,3,No,,Approve,A,21/05/2024,0274664339,0,0
SBG-2025-02158,Kasoa Trading HubEnterprises,Retail/Trading,Greater Accra,Ga-Adangbe,2.1,Male,44,No,3,3555.39,2458.77,8359.94,74,TRUE,V000144399,13261.96,Renovation,Cash Deposit,,1,Yes,,Refer,D,07/09/2025,0208101280,94,1
SBG-2025-02929,Cape Coast HospitalityCo,Transport,Volta,Ga-Adangbe,7,M,34,No,3,113463.31,7223.06,72274.65,39,No,C003565986,38375.39,Inventory Purchase,Guarantor Only,0,3,No,,Decline,D,15/09/2024,0272579278,173,1
SBG-2025-01671,Techiman Market StoreVentures,Mining/Quarrying,Eastern,Ewe,2.4,Female,63,No,57,607594.01,,8323.04,14,1,,60926.39,Renovation,Vehicle,111344.91,2,No,604,Refer,A,28/09/2024,0558824856,0,0
SBG-2025-01044,Accra Fresh FishLtd,Retail/Trading,Bono,Ga-Adangbe,4.9,F,41,No,3,57131.33,1175.61,4783.83,43,0,,38841.39,Debt Refinancing,Land,96433.48,3,Yes,489,Approve,A,12/11/2025,0599252795,0,0
SBG-2025-02529,Kaneshie ProvisionsEnterprises,ICT,Bono,Ewe,0,Male,35,No,4,8037.83,4281.89,,17,Yes,,2691.07,Renovation,Cash Deposit,80936.87,0,,,Approve,C,08/07/2025,0599921410,0,0
SBG-2025-01545,Ho ElectricalLtd,Services,Greater Accra,Ewe,16.5,Male,38,No,3,48794.2,1962.24,2514.77,8,N,P005707681,66656.68,Working Capital,Property,6360.96,0,,,Approve,A,02/12/2024,0540330760,0,0
SBG-2025-02003,Legon Tech Hub,Manufacturing,Greater Accra,Akan,11.8,female,39,No,4,48988.01,8876.34,,28,Yes,V006369324,111769.2,Working Capital,Equipment,27895.95,1,No,,Approve,A,01/11/2025,0265958159,0,0
SBG-2025-02465,Techiman Market StoreCo,Hospitality,Ashanti,Akan,4.8,male,45,No,8,30043.09,2112.23,3055.99,65,Yes,P004248650,9491.26,Equipment,Land,65821.6,0,,419,Refer,A,03/14/2024,0208310682,0,0
SBG-2025-01071,Obuasi Mining SuppliesCo,Agriculture,Ashanti,Akan,150,Male,35,No,2,92801.98,947.81,23950.48,0,Y,C006243946,1635.11,Renovation,Vehicle,4376.91,1,No,,Approve,A,03/22/2025,0205700989,0,0
SBG-2025-00054,NULL,Education,Western,Ewe,11.3,F,39,No,8,46447.98,815.4,24717.48,26,Yes,V003954192,23380.43,Asset Purchase,Land,320025.71,2,No,,Refer,B,21/02/2024,0243343645,0,0
SBG-2025-02474,Axim FisheriesLtd,Hospitality,North East,Grusi,6.4,female,41,No,9,$6974.89,7391.4,3556.1,1,TRUE,V004705413,5871.6,Business Expansion,Land,,2,No,525,Approve,A,28/09/2025,0592431325,0,0
SBG-2025-00259,Tamale Agri Services,Construction,Northern,Mole-Dagbani,4.2,M,50,No,18,1389.31,640.48,5525.84,4,Y,,122214.1,Asset Purchase,Stock/Inventory,32396.97,1,No,,Approve,A,27/09/2024,0279120987,0,0
SBG-2025-00506,Wa Livestock,Retail/Trading,Western,Akan,0.9,Male,36,No,1,$1476.17,183,9617.59,21,No,V001392573,3611.49,Debt Refinancing,Vehicle,31372.39,1,No,594,Approve,B,01/14/2025,0209585987,0,0
SBG-2025-00753,Madina DigitalGH,Education,Ahafo,Akan,4.9,female,58,No,2,179830.31,,32081.99,25,yes,V001061295,2203.68,Vehicle Purchase,Vehicle,63221.37,2,No,584,Approve,C,05/12/2024,0559277519,0,0
SBG-2025-02047,Kaneshie Provisions,Services,Eastern,Akan,0.4,Female,32,No,29,29572.98,4183.65,799.95,34,Yes,,12000.13,Debt Refinancing,Stock/Inventory,9656.27,2,No,,Refer,C,06/09/2025,0247777236,0,0
SBG-2025-00218,Abokobi PoultryCo,Education,Northern,Mande,6.9,Male,48,No,14,132087.68,2213.88,,28,Yes,,1610.87,Renovation,Cash Deposit,15344.21,2,Yes,,Approve,E,11/10/2024,0558866245,60,1
SBG-2025-00825,Madina Auto PartsEnterprises,Transport,Ashanti,Akan,3.9,Female,31,No,10,314109.15,293.29,220789.43,46,yes,C005402822,166240.96,Renovation,Equipment,,4,Yes,,Approve,B,10/11/2025,0267728801,0,0
SBG-2025-01579,Dzorwulu DigitalLtd,Fishing,Northern,Mole-Dagbani,4.7,Female,30,No,6,168112.65,505.52,,22,Yes,PENDING,19913.22,Working Capital,Land,116343.02,2,No,,Approve,A,01/06/2024,0273025104,0,0
SBG-2025-00292,Makola Market SuppliesLtd,Fishing,Ashanti,Ga-Adangbe,0.2,Male,39,No,4,18851.78,2870.48,11358.89,0,Y,P007037698,72107.13,Debt Refinancing,Stock/Inventory,23930.16,2,No,,Approve,C,06/02/2024,0593895823,0,0
SBG-2025-02303,Legon Tech Hub,Education,Greater Accra,Ga-Adangbe,3.6,Male,42,No,6,33477.49,14936.27,10824.6,45,yes,,29067.41,Equipment,Cash Deposit,78169.91,1,No,,Approve,B,28/05/2025,0243265691,0,0
SBG-2025-01390,Dzorwulu DigitalEnterprises,Education,Upper East,Gurma,3,M,28,No,2,110099.64,9213.67,151.01,67,yes,V001842295,11725.27,Renovation,None,0,3,No,476,Refer,E,10/22/2024,0598399037,38,1
SBG-2025-02536,Dzorwulu DigitalCo,Healthcare,Northern,Grusi,9,Male,37,No,11,303147.7,593.94,139157.57,64,1,,26732.31,Working Capital,None,0,2,No,,Approve,C,03/21/2024,0597657942,0,0
SBG-2025-01267,Tamale Agri ServicesEnterprises,Mining/Quarrying,Greater Accra,Ga-Adangbe,2.5,Female,32,No,21,274604.87,22272.38,4534.74,34,Y,V002096640,56989.82,Business Expansion,Equipment,143061.14,4,Yes,,Approve,A,06/02/2025,0261235346,0,0
SBG-2025-02497,Bolgatanga CraftsGH,ICT,Greater Accra,Ga-Adangbe,4.3,Female,20,No,3,402371.89,2877.25,5299.57,0,1,C005221747,24350.87,Debt Refinancing,None,0,1,No,,Decline,C,01/08/2025,0558246406,0,0
SBG-2025-02589,Adenta ConstructionGH,Construction,Bono East,Akan,1.4,female,51,No,32,1424.27,12708.01,4529.76,11,N,,11915.37,Equipment,Guarantor Only,0,0,,,Decline,D,16/06/2025,0249469617,131,1
SBG-2025-00772,Golden Gate ImportsEnterprises,Education,Upper East,Ga-Adangbe,9.4,female,35,No,8,7091.47,2710.06,10096.55,102,1,,16714.58,Working Capital,Cash Deposit,,3,No,709,Approve,A,02/09/2024,0554823915,0,0
SBG-2025-02839,TBD,Fishing,Greater Accra,Akan,7.2,Male,32,No,14,206513.67,285.4,,5,Yes,C004728357,24318.35,Debt Refinancing,Guarantor Only,0,1,Yes,464,Approve,E,06/07/2025,0264821257,97,1
SBG-2025-01821,Takoradi MarineVentures,Mining/Quarrying,Western North,Ga-Adangbe,1.2,male,26,No,4,851597.78,932.98,1561.71,46,0,,57913.45,Vehicle Purchase,Equipment,64488.16,1,No,,Decline,B,12/03/2024,0209113929,0,0
SBG-2025-02721,Makola Market SuppliesVentures,Transport,Bono East,Mande,11.4,M,30,No,19,21029.62,2608.09,34334.99,1,0,,94781.51,Working Capital,Guarantor Only,0,3,No,,Approve,C,21/10/2024,0242010520,0,0
SBG-2025-01086,Sowutuom VenturesVentures,Services,Ashanti,Akan,3.1,female,50,No,5,7116.59,,2999.57,82,1,V002346795,20233.45,Working Capital,None,0,0,,567,Approve,A,10/09/2025,0249232145,0,0
SBG-2025-02794,Bolgatanga CraftsLtd,Fishing,Western North,Akan,1.5,male,37,No,4,"GHS 450,969.57",2824.53,100135.97,0,No,,255687.85,Asset Purchase,Stock/Inventory,40795.23,2,No,581,Approve,B,06/16/2025,0244241767,0,0
SBG-2025-01594,Prestea Gold ServicesEnterprises,Education,Upper East,Akan,0.5,male,18,No,19,933564.84,13770.67,84811.12,4,1,P003411643,2632.15,Business Expansion,Land,60810,3,No,,Approve,C,01/26/2025,0597787507,0,0
SBG-2025-01326,Achimota FarmsEnterprises,Retail/Trading,Ashanti,Akan,2.1,Male,42,No,16,555132.88,4572.3,3603.97,3,Yes,V007957203,86709.31,Inventory Purchase,Guarantor Only,0,2,No,,Approve,C,07/17/2025,0545622078,0,0
SBG-2025-02148,Axim FisheriesCo,Services,Western,Akan,2.2,male,52,No,61,68241.45,13953.74,23878.39,5,0,,58721.62,Equipment,None,0,1,No,569,Decline,A,05/03/2025,0245307597,0,0
SBG-2025-01617,Pantang AgribusinessEnterprises,Healthcare,Greater Accra,Ewe,25.7,male,45,No,4,28855.42,5296.51,4495.06,24,No,V008095372,32774.43,Working Capital,Land,20100.11,0,,,Approve,B,07/02/2024,0202286092,0,0
SBG-2025-01777,Labadi Imports,Mining/Quarrying,Central,Ga-Adangbe,5.8,Male,33,No,7,121688.84,10548.57,59901.56,20,Y,C009242454,85272.91,Debt Refinancing,Stock/Inventory,371021.66,1,No,462,Decline,B,24/07/2025,0204855532,0,0
SBG-2025-02373,Ashaiman Steel Works,Construction,Ashanti,Mole-Dagbani,5.9,F,42,Yes,8,62272.66,1730.17,4671.73,7,Yes,,29017.77,Debt Refinancing,Property,90260.62,1,No,,Refer,B,01/10/2024,0206857810,0,0
SBG-2025-01946,Kaneshie ProvisionsVentures,Agriculture,Greater Accra,Guan,3.6,Male,26,No,4,39857.07,10837.33,71714.71,36,yes,C004928151,33746.49,Asset Purchase,Land,150629.22,1,No,366,Decline,D,03/03/2024,0249135706,83,1
SBG-2025-01743,Adenta Construction,Hospitality,Greater Accra,Ga-Adangbe,7.3,female,40,No,1,1499.29,5123.47,2959.95,14,Y,C003045815,87765.05,Asset Purchase,Cash Deposit,31064.88,2,No,479,Refer,B,15/01/2024,0264079799,0,0
SBG-2025-01744,Grace Foods LtdLtd,Transport,Bono,Guan,0.1,Male,44,No,24,13750.81,762.02,99224.56,21,No,V005670370,35021.38,Business Expansion,Vehicle,22175.27,3,No,,Decline,E,12/08/2025,0554936678,41,1
SBG-2025-01778,Agbogbloshie RecyclingLtd,Construction,Ashanti,Ewe,2.9,Male,59,No,13,1008.6,,44899.5,2,0,,22033.18,Equipment,None,0,1,Yes,,Approve,B,01/11/2025,0544665747,0,0
SBG-2025-01164,Kasoa Trading HubEnterprises,Manufacturing,Ashanti,Akan,6.8,Female,24,No,5,41172.12,8150.32,,24,Y,V008992622,6517.18,Vehicle Purchase,Land,20633.36,3,No,,Approve,A,09/10/2025,0242560228,0,0
SBG-2025-00964,Obuasi Mining SuppliesEnterprises,Agriculture,Western,Akan,2.5,M,31,No,13,52610.68,618.94,1501.39,20,1,P009022068,32345.56,Working Capital,Land,238842.93,1,No,,Approve,B,04/07/2025,0247767732,0,0
SBG-2025-02939,Prestea Gold Services,ICT,Greater Accra,Ga-Adangbe,15.2,F,35,No,3,18435.31,,4909.47,89,No,C000830463,7987.06,Inventory Purchase,Land,84819.67,1,No,643,Approve,B,06/28/2024,0547460060,0,0
SBG-2025-02440,Mensah Enterprise,Education,Upper West,Mole-Dagbani,0.8,Male,40,No,22,30247.51,2094.53,2446.2,5,TRUE,,15087.13,Asset Purchase,Stock/Inventory,32581.21,1,No,599,Approve,A,20/01/2025,0206253192,0,0
SBG-2025-00399,Wa LivestockVentures,Agriculture,Upper East,Gurma,6.9,female,45,No,7,3191.07,4271.64,9572.34,17,No,,13654.89,Inventory Purchase,Property,36601.49,1,Yes,,Approve,C,03/05/2024,0270227578,0,0
SBG-2025-00585,Kumasi MetalworksGH,Fishing,Eastern,Akan,5,Male,50,No,39,"GHS 153,325.07",1898.63,42457.66,13,Yes,,13401.22,Business Expansion,Property,9054.94,3,No,477,Approve,A,12/19/2025,0262883930,0,0
SBG-2025-00949,Agbogbloshie RecyclingEnterprises,ICT,Upper West,Mole-Dagbani,10.4,M,30,No,5,72765.51,1171.1,257.49,11,0,P000506653,38874.25,Working Capital,Property,24060.07,1,No,,Approve,A,01/23/2025,0277258009,0,0
SBG-2025-00705,Kaneshie MotorsLtd,Hospitality,Upper East,Mande,0.3,Female,59,No,10,4372.98,2435.71,5993.12,0,0,,6155.79,Debt Refinancing,Stock/Inventory,466216.52,4,No,,Approve,C,14/04/2024,0594086325,0,0
SBG-2025-00432,Kwaku TradingLtd,Manufacturing,Greater Accra,Mole-Dagbani,7.2,Male,35,No,3,251174.64,1430.92,3699.04,37,Yes,,128829.15,Equipment,Cash Deposit,95693.25,1,Yes,,Approve,C,07/07/2025,0260389990,0,0
SBG-2025-00293,Ama Beauty SuppliesGH,Agriculture,Bono East,Akan,8.6,Male,33,No,1,332715.25,18241.03,413.38,5,yes,P005930493,5931.54,Business Expansion,Land,11455.97,2,No,598,Approve,C,28/08/2025,0599018266,0,0
SBG-2025-00146,Ho ElectricalVentures,Agriculture,Western North,Ga-Adangbe,0.2,Male,50,No,2,182039.64,2782.2,295.18,12,TRUE,P005877563,8207.07,Inventory Purchase,Land,33227.47,2,No,,Approve,B,10/07/2025,0540735403,0,0
SBG-2025-00324,Weija Block FactoryEnterprises,Healthcare,Ashanti,Ga-Adangbe,1.6,Male,36,No,124,358763.13,37275.96,2322.7,10,yes,C004296262,38577.12,Working Capital,Guarantor Only,0,3,No,,Approve,B,12/11/2024,0246147790,0,0
SBG-2025-02137,Sowutuom VenturesCo,ICT,Greater Accra,Akan,0.4,Male,46,No,25,41624.19,5877.5,,30,yes,C004212945,100382.66,Asset Purchase,Vehicle,18560.92,2,No,,Approve,B,03/18/2024,0273803820,0,0
SBG-2025-01166,Lapaz CateringEnterprises,Fishing,North East,Ga-Adangbe,8.5,male,46,Yes,3,7941.21,2777.45,136723.59,37,No,,11456.46,Renovation,Cash Deposit,35085.92,1,No,351,Decline,E,01/21/2024,0276166692,71,1
SBG-2025-01453,Korle Bu SuppliesVentures,ICT,Eastern,Akan,10.2,female,29,No,1,1902073.67,2267.74,21230.23,131,TRUE,P005895061,92135.89,Business Expansion,Stock/Inventory,8652.27,4,No,431,Approve,A,12/10/2024,0202648624,0,0
SBG-2025-00003,Takoradi MarineCo,Transport,Bono,Akan,6.6,Female,48,No,8,113907.49,19247.55,18677.54,12,yes,V006143390,8189.61,Asset Purchase,Land,106656.25,0,,,Approve,C,07/06/2024,0540577127,0,0
SBG-2025-00577,Dome-Kwabenya Farms,Healthcare,Western,Ga-Adangbe,0.8,Female,40,No,14,7887.74,55706.35,17878.46,70,no,,15915.06,Debt Refinancing,Guarantor Only,0,0,,,Approve,B,09/10/2025,0275565491,0,0
SBG-2025-02330,Adom VenturesVentures,ICT,Ahafo,Ga-Adangbe,0.3,F,44,No,3,200242.4,3050.51,8165.84,27,No,C006761018,19433.73,Business Expansion,Property,253102.95,0,,485,Approve,C,10/10/2025,0206095229,0,0
SBG-2025-00340,Makola Market SuppliesLtd,Fishing,Ashanti,Akan,0.5,female,48,Yes,6,74653.69,14307.83,3553.43,6,Y,P003096394,18738.04,Asset Purchase,Equipment,36438.74,1,No,,Approve,B,08/28/2024,0265709046,0,0
SBG-2025-01846,Nana Ama TextilesGH,Education,Ashanti,Ewe,1.4,Male,37,No,9,139867.29,503.22,2258.85,159,Yes,V003114196,99821.73,Business Expansion,Guarantor Only,0,1,No,,Approve,A,07/06/2024,0541061347,0,0
SBG-2025-02104,Axim FisheriesVentures,Healthcare,Northern,Mole-Dagbani,6,male,44,No,20,354911.37,3285.75,2873.2,3,TRUE,V001427296,18805.52,Working Capital,Guarantor Only,0,1,No,614,Approve,A,11/14/2025,0540176340,0,0
SBG-2025-00926,Labadi ImportsEnterprises,Hospitality,Savannah,Mole-Dagbani,0.1,F,55,No,8,"GHS 3,640.77",10223.91,99.06,51,yes,,93097.17,Equipment,Cash Deposit,5496.56,3,No,,Approve,B,10/09/2024,0545962133,0,0
SBG-2025-00266,Pantang AgribusinessCo,Transport,Upper East,Akan,6.8,Male,48,No,1,13807.48,3096.13,74244.24,8,Y,V008090477,11450.81,Debt Refinancing,Vehicle,1767.64,3,No,,Decline,A,09/05/2025,0559608464,0,0
SBG-2025-00377,Dome Pharmacy,Hospitality,Eastern,Ga-Adangbe,9.3,male,52,No,1,"GHS 6,828,782.27",5626.03,14204.66,27,Yes,P000486437,29926.88,Debt Refinancing,Vehicle,30826.55,2,No,607,Refer,A,05/03/2024,0557276494,0,0
SBG-2025-01928,Tema Cold StorageEnterprises,ICT,Ashanti,Ewe,3.3,F,32,No,6,"GHS 107,723.90",2231.48,4724.24,15,Y,C006506321,17600.53,Working Capital,Guarantor Only,,2,No,701,Refer,A,10/10/2024,0242653945,0,0
SBG-2025-01464,Ho ElectricalGH,ICT,Greater Accra,Ewe,5.4,Male,42,No,1,321588.66,7131.27,4428.71,9,Y,C007207364,11335.78,Working Capital,Stock/Inventory,,3,No,590,Approve,A,24/06/2024,0271282826,0,0
SBG-2025-00272,Haatso Properties,Education,Greater Accra,Ga-Adangbe,8.3,Male,49,No,1,169265.34,14626.65,230618.26,29,yes,P006404308,34478.74,Asset Purchase,Guarantor Only,0,4,No,,Decline,B,21/03/2024,0271367122,0,0
SBG-2025-00697,Ashaiman Steel WorksGH,Agriculture,Upper East,Gurma,1.7,F,53,No,7,407347.3,6542.62,3820.52,53,1,C004120280,12441.96,Equipment,Property,49044.26,2,No,,Approve,A,24/01/2025,0269252912,0,0
SBG-2025-02255,Volta FarmsCo,Hospitality,Bono,Akan,10.6,female,31,No,10,78776.64,8870.76,171796.21,49,0,P000648052,16565.36,Working Capital,Land,68280.44,2,No,,Approve,A,22/07/2024,0544489911,0,0
SBG-2025-00245,Axim FisheriesEnterprises,Construction,Greater Accra,Akan,0.1,female,50,No,22,51844.23,3026.28,483.38,8,1,P006054385,24962.58,Inventory Purchase,Property,,0,,506,Approve,A,28/12/2025,0272393022,0,0
SBG-2025-02850,Ashaiman Steel WorksGH,Agriculture,Western North,Akan,2.2,female,51,No,8,56190.45,2379.79,8465.56,4,Yes,P007194164,75341.13,Debt Refinancing,None,0,0,No,,Approve,B,24/01/2025,0548561066,0,0
SBG-2025-00477,Adenta Construction,Agriculture,Ashanti,Guan,0.4,Female,54,No,6,11823.92,,15880.88,7,Yes,,55704.68,Inventory Purchase,Cash Deposit,81905.37,1,No,,Approve,A,03/22/2025,0269355666,0,0
SBG-2025-01872,Wa LivestockLtd,Manufacturing,Eastern,Akan,1.2,Female,50,No,1,44451.15,16702.39,6306.25,15,no,V007281036,120043.55,Working Capital,None,0,3,No,588,Approve,A,11/06/2025,0548648165,0,0
SBG-2025-01785,Dome PharmacyVentures,Services,Greater Accra,Ga-Adangbe,5.4,F,40,No,5,12351.17,,1594.8,62,Yes,P007953347,5871.27,Working Capital,Guarantor Only,0,2,Yes,,Approve,C,01/02/2024,0267514376,0,0
SBG-2025-01913,Kwaku TradingGH,Manufacturing,Ashanti,Akan,28,Female,49,No,10,145311.62,2028.61,4763.25,9,Yes,P008019434,26413.1,Business Expansion,Guarantor Only,0,6,No,,Approve,B,21/01/2024,0553346699,0,0
SBG-2025-01739,Abokobi PoultryEnterprises,Fishing,Ashanti,Ga-Adangbe,2.3,Male,53,No,7,190056.21,1137.67,633.24,18,1,,40041.07,Vehicle Purchase,Guarantor Only,0,1,No,,Approve,C,03/22/2024,0202584153,0,0
SBG-2025-02820,Adenta ConstructionCo,Mining/Quarrying,Upper East,Mole-Dagbani,2.2,F,30,No,6,$3369.36,36443.45,12758.08,12,yes,P002953174,16356.12,Debt Refinancing,None,0,2,No,586,Refer,D,09/12/2024,0559455111,80,1
SBG-2025-02991,Agbogbloshie RecyclingCo,Agriculture,Savannah,Mole-Dagbani,1,female,31,No,8,53236.72,17275.45,3495.26,2,No,V000137708,89409.38,Asset Purchase,Stock/Inventory,51625.1,2,No,,Approve,D,05/05/2024,0264057451,156,1
SBG-2025-02023,Takoradi MarineCo,Fishing,Greater Accra,Akan,13.8,F,31,No,4,98313.82,3869.68,12505.91,6,Yes,P005985649,5297.38,Business Expansion,Land,39655.94,0,,,Approve,C,02/11/2024,0549220449,0,0
SBG-2025-02052,Adenta ConstructionCo,Agriculture,Ashanti,Akan,3.3,Female,52,No,13,53216.16,922.14,19842.55,49,Yes,V001250359,84008.9,Business Expansion,Vehicle,76427.96,1,No,605,Refer,B,28/09/2025,0265823023,0,0
SBG-2025-00251,Spintex Road LogisticsLtd,Manufacturing,Ashanti,Ga-Adangbe,1.7,Male,23,No,6,"GHS 33,648.63",321.46,59606.22,17,Yes,C002412202,75573.94,Renovation,Property,61283.22,1,No,,Approve,C,13/03/2025,0244840195,0,0
SBG-2025-00414,Spintex Road LogisticsLtd,Construction,Eastern,Ga-Adangbe,4.3,Male,35,No,1,142680.73,3302.43,3899.81,121,Yes,C006782156,10205.37,Business Expansion,Cash Deposit,189533.39,1,No,573,Approve,B,08/13/2024,0546308653,0,0
SBG-2025-00546,Grace Foods LtdCo,Retail/Trading,Northern,Grusi,2.2,M,81,No,20,1287846.27,2215.86,19581.79,33,0,C000069828,20438.41,Vehicle Purchase,Cash Deposit,62538.02,0,,,Approve,B,06/21/2024,0241924203,0,0
SBG-2025-01194,Prestea Gold Services,Retail/Trading,Central,Akan,4.8,male,31,No,6,25506.4,2164.93,2485.83,23,No,C004132330,83079.62,Business Expansion,None,0,3,No,,Decline,D,16/08/2024,0553557977,37,1
SBG-2025-00739,Cape Coast HospitalityVentures,Construction,Western North,Mole-Dagbani,2.9,M,22,No,9,49184.46,13136.26,3523.86,19,Yes,P007793874,2922.37,Asset Purchase,Vehicle,19766.33,1,No,,Approve,B,22/08/2024,0265644088,0,0
SBG-2025-00311,Makola Market SuppliesEnterprises,Construction,Bono East,Akan,2.9,F,30,No,6,1902957.63,1034.65,20566.11,40,Yes,C006845181,2775.97,Renovation,Cash Deposit,,1,No,,Approve,A,06/05/2024,0598422532,0,0
SBG-2025-02917,Makola Market SuppliesGH,Mining/Quarrying,Northern,Mole-Dagbani,6.8,F,999,No,17,91253.15,5804.89,43485.99,10,Yes,,58756.06,Business Expansion,Stock/Inventory,29263.17,1,No,437,Approve,A,02/01/2025,0276457520,0,0
SBG-2025-00894,Nkrumah Circle Electronics,Construction,Western,Akan,2.5,female,52,No,18,11383.28,8996.69,20630.31,8,no,,40548.1,Inventory Purchase,Equipment,32379.31,1,No,,Refer,B,07/25/2025,0551114205,0,0
SBG-2025-01132,Nana Ama TextilesCo,Manufacturing,Western,Mole-Dagbani,3.4,Female,15,No,1,31167.39,2537.57,5436.96,34,Yes,,46365.67,Vehicle Purchase,Property,339583.34,1,No,,Decline,A,11/06/2024,0266025064,0,0
SBG-2025-01450,Dansoman TradingCo,Agriculture,Central,Ewe,5.7,F,31,No,25,$676.76,20504.97,74174.25,53,yes,,13357.47,Working Capital,None,0,1,No,,Refer,B,08/05/2024,0249076887,0,0
SBG-2025-02944,Airport City ConsultingVentures,ICT,Greater Accra,Mole-Dagbani,6.3,male,32,No,66,937715.47,2133.34,5795.88,92,No,,23730.4,Debt Refinancing,Stock/Inventory,760277.73,0,No,,Approve,B,11/09/2024,0208870330,0,0
SBG-2025-00016,Spintex Road LogisticsVentures,Manufacturing,Greater Accra,Ga-Adangbe,1,M,57,No,1,101467.47,6496.23,,6,No,C001807784,12068.42,Asset Purchase,Cash Deposit,8812.9,1,No,,Approve,B,14/07/2025,0261656113,0,0
SBG-2025-02316,Prestea Gold ServicesGH,Hospitality,Upper East,Mole-Dagbani,0.7,Female,40,Yes,14,59188.88,,21003.5,31,yes,,3779.98,Working Capital,Cash Deposit,24855.47,2,Yes,,Decline,D,07/09/2024,0245118535,56,1
SBG-2025-00722,Pantang AgribusinessVentures,Mining/Quarrying,Greater Accra,Ga-Adangbe,1,female,59,Yes,1,27420.72,7875.01,,83,No,,2592.49,Vehicle Purchase,Stock/Inventory,,1,No,,Approve,B,07/12/2024,0267154903,0,0
SBG-2025-01421,Wa LivestockVentures,Manufacturing,Bono,Akan,1.9,Female,52,No,7,166.73,14150.83,1227.28,16,Yes,V004814777,3317.71,Working Capital,Guarantor Only,0,3,No,,Approve,A,09/09/2025,0245866221,0,0
SBG-2025-02669,Sunyani Timber,Mining/Quarrying,Western,Akan,6.7,Female,43,No,61,8120.36,1808.81,10490.63,23,Y,,56779.87,Asset Purchase,Equipment,127217.5,1,No,,Decline,A,11/06/2025,0262210452,0,0
SBG-2025-00982,Osei & SonsGH,Agriculture,Greater Accra,Akan,7.4,Male,26,Yes,1,"GHS 37,625.37",3539.36,2413.73,49,1,P000736586,3624.23,Working Capital,Guarantor Only,0,0,,,Approve,B,16/08/2025,0201766059,0,0
SBG-2025-01939,Bolgatanga CraftsVentures,Services,Western,Ewe,3.4,Male,57,No,17,24833.73,1347.06,12277.11,7,TRUE,,124727.06,Debt Refinancing,Guarantor Only,,3,No,,Decline,A,12/05/2024,0203513854,0,0
SBG-2025-01540,Lapaz CateringGH,Healthcare,Greater Accra,Ga-Adangbe,3.7,male,50,Yes,6,11171.54,1384.54,99412.3,2,No,P000100214,23284.4,Inventory Purchase,Stock/Inventory,17772.57,1,No,,Approve,A,25/06/2024,0559814400,0,0
SBG-2025-02564,Ama Beauty SuppliesVentures,ICT,Western,Akan,0.4,Male,43,No,12,136651.99,286.84,5716.44,1,1,V002828373,57325.25,Vehicle Purchase,Equipment,92764.01,0,,,Approve,C,06/07/2025,0275452894,0,0
